raceyear,drivername,win,cumwin,racedate
1999,scarfiotti,0,1,1999-01-01
1999,scheckter,0,10,1999-01-01
1999,senna,0,41,1999-01-01
1999,siffert,0,2,1999-01-01
1999,stewart,0,27,1999-01-01
1999,surtees,0,6,1999-01-01
1999,sweikert,0,1,1999-01-01
1999,tambay,0,2,1999-01-01
1999,taruffi,0,1,1999-01-01
1999,trintignant,0,2,1999-01-01
1999,trips,0,2,1999-01-01
1999,trulli,0,0,1999-01-01
1999,vettel,0,0,1999-01-01
1999,villeneuve,0,11,1999-01-01
1999,vukovich,0,2,1999-01-01
1999,wallard,0,1,1999-01-01
1999,ward,0,1,1999-01-01
1999,watson,0,5,1999-01-01
1999,webber,0,0,1999-01-01
2000,barrichello,1,1,2000-01-01
2000,coulthard,3,9,2000-01-01
2000,hakkinen,4,18,2000-01-01
2000,michael_schumacher,9,44,2000-01-01
2000,alboreto,0,5,2000-01-01
2000,alesi,0,1,2000-01-01
2000,alonso,0,0,2000-01-01
2000,angelis,0,2,2000-01-01
2000,arnoux,0,7,2000-01-01
2000,ascari,0,13,2000-01-01
2000,baghetti,0,1,2000-01-01
2000,bandini,0,1,2000-01-01
2000,beltoise,0,1,2000-01-01
2000,berger,0,10,2000-01-01
2000,bonnier,0,1,2000-01-01
2000,bottas,0,0,2000-01-01
2000,boutsen,0,3,2000-01-01
2000,brambilla,0,1,2000-01-01
2000,brooks,0,6,2000-01-01
2000,bryan,0,1,2000-01-01
2000,button,0,0,2000-01-01
2000,cevert,0,1,2000-01-01
2000,clark,0,25,2000-01-01
2000,collins,0,3,2000-01-01
2000,damon_hill,0,22,2000-01-01
2000,depailler,0,2,2000-01-01
2000,emerson_fittipaldi,0,14,2000-01-01
2000,fagioli,0,1,2000-01-01
2000,fangio,0,24,2000-01-01
2000,farina,0,5,2000-01-01
2000,fisichella,0,0,2000-01-01
2000,flaherty,0,1,2000-01-01
2000,frentzen,0,3,2000-01-01
2000,gethin,0,1,2000-01-01
2000,gilles_villeneuve,0,6,2000-01-01
2000,ginther,0,1,2000-01-01
2000,gonzalez,0,2,2000-01-01
2000,gurney,0,4,2000-01-01
2000,hamilton,0,0,2000-01-01
2000,hanks,0,1,2000-01-01
2000,hawthorn,0,3,2000-01-01
2000,herbert,0,3,2000-01-01
2000,hill,0,14,2000-01-01
2000,hulme,0,8,2000-01-01
2000,hunt,0,10,2000-01-01
2000,ickx,0,8,2000-01-01
2000,ireland,0,1,2000-01-01
2000,irvine,0,4,2000-01-01
2000,jabouille,0,2,2000-01-01
2000,jack_brabham,0,14,2000-01-01
2000,jones,0,12,2000-01-01
2000,keke_rosberg,0,5,2000-01-01
2000,kovalainen,0,0,2000-01-01
2000,kubica,0,0,2000-01-01
2000,laffite,0,6,2000-01-01
2000,lauda,0,25,2000-01-01
2000,leclerc,0,0,2000-01-01
2000,maldonado,0,0,2000-01-01
2000,mansell,0,31,2000-01-01
2000,mario_andretti,0,12,2000-01-01
2000,mass,0,1,2000-01-01
2000,massa,0,0,2000-01-01
2000,max_verstappen,0,0,2000-01-01
2000,mclaren,0,4,2000-01-01
2000,montoya,0,0,2000-01-01
2000,moss,0,16,2000-01-01
2000,musso,0,1,2000-01-01
2000,nannini,0,1,2000-01-01
2000,nilsson,0,1,2000-01-01
2000,pace,0,1,2000-01-01
2000,panis,0,1,2000-01-01
2000,parsons,0,1,2000-01-01
2000,patrese,0,6,2000-01-01
2000,peterson,0,10,2000-01-01
2000,phil_hill,0,3,2000-01-01
2000,piquet,0,23,2000-01-01
2000,pironi,0,3,2000-01-01
2000,prost,0,51,2000-01-01
2000,raikkonen,0,0,2000-01-01
2000,ralf_schumacher,0,0,2000-01-01
2000,rathmann,0,1,2000-01-01
2000,regazzoni,0,5,2000-01-01
2000,reutemann,0,12,2000-01-01
2000,revson,0,2,2000-01-01
2000,ricciardo,0,0,2000-01-01
2000,rindt,0,6,2000-01-01
2000,rodriguez,0,2,2000-01-01
2000,rosberg,0,0,2000-01-01
2000,ruttman,0,1,2000-01-01
2000,scarfiotti,0,1,2000-01-01
2000,scheckter,0,10,2000-01-01
2000,senna,0,41,2000-01-01
2000,siffert,0,2,2000-01-01
2000,stewart,0,27,2000-01-01
2000,surtees,0,6,2000-01-01
2000,sweikert,0,1,2000-01-01
2000,tambay,0,2,2000-01-01
2000,taruffi,0,1,2000-01-01
2000,trintignant,0,2,2000-01-01
2000,trips,0,2,2000-01-01
2000,trulli,0,0,2000-01-01
2000,vettel,0,0,2000-01-01
2000,villeneuve,0,11,2000-01-01
2000,vukovich,0,2,2000-01-01
2000,wallard,0,1,2000-01-01
2000,ward,0,1,2000-01-01
2000,watson,0,5,2000-01-01
2000,webber,0,0,2000-01-01
2001,coulthard,2,11,2001-01-01
2001,hakkinen,2,20,2001-01-01
2001,michael_schumacher,9,53,2001-01-01
2001,montoya,1,1,2001-01-01
2001,ralf_schumacher,3,3,2001-01-01
2001,alboreto,0,5,2001-01-01
2001,alesi,0,1,2001-01-01
2001,alonso,0,0,2001-01-01
2001,angelis,0,2,2001-01-01
2001,arnoux,0,7,2001-01-01
2001,ascari,0,13,2001-01-01
2001,baghetti,0,1,2001-01-01
2001,bandini,0,1,2001-01-01
2001,barrichello,0,1,2001-01-01
2001,beltoise,0,1,2001-01-01
2001,berger,0,10,2001-01-01
2001,bonnier,0,1,2001-01-01
2001,bottas,0,0,2001-01-01
2001,boutsen,0,3,2001-01-01
2001,brambilla,0,1,2001-01-01
2001,brooks,0,6,2001-01-01
2001,bryan,0,1,2001-01-01
2001,button,0,0,2001-01-01
2001,cevert,0,1,2001-01-01
2001,clark,0,25,2001-01-01
2001,collins,0,3,2001-01-01
2001,damon_hill,0,22,2001-01-01
2001,depailler,0,2,2001-01-01
2001,emerson_fittipaldi,0,14,2001-01-01
2001,fagioli,0,1,2001-01-01
2001,fangio,0,24,2001-01-01
2001,farina,0,5,2001-01-01
2001,fisichella,0,0,2001-01-01
2001,flaherty,0,1,2001-01-01
2001,frentzen,0,3,2001-01-01
2001,gethin,0,1,2001-01-01
2001,gilles_villeneuve,0,6,2001-01-01
2001,ginther,0,1,2001-01-01
2001,gonzalez,0,2,2001-01-01
2001,gurney,0,4,2001-01-01
2001,hamilton,0,0,2001-01-01
2001,hanks,0,1,2001-01-01
2001,hawthorn,0,3,2001-01-01
2001,herbert,0,3,2001-01-01
2001,hill,0,14,2001-01-01
2001,hulme,0,8,2001-01-01
2001,hunt,0,10,2001-01-01
2001,ickx,0,8,2001-01-01
2001,ireland,0,1,2001-01-01
2001,irvine,0,4,2001-01-01
2001,jabouille,0,2,2001-01-01
2001,jack_brabham,0,14,2001-01-01
2001,jones,0,12,2001-01-01
2001,keke_rosberg,0,5,2001-01-01
2001,kovalainen,0,0,2001-01-01
2001,kubica,0,0,2001-01-01
2001,laffite,0,6,2001-01-01
2001,lauda,0,25,2001-01-01
2001,leclerc,0,0,2001-01-01
2001,maldonado,0,0,2001-01-01
2001,mansell,0,31,2001-01-01
2001,mario_andretti,0,12,2001-01-01
2001,mass,0,1,2001-01-01
2001,massa,0,0,2001-01-01
2001,max_verstappen,0,0,2001-01-01
2001,mclaren,0,4,2001-01-01
2001,moss,0,16,2001-01-01
2001,musso,0,1,2001-01-01
2001,nannini,0,1,2001-01-01
2001,nilsson,0,1,2001-01-01
2001,pace,0,1,2001-01-01
2001,panis,0,1,2001-01-01
2001,parsons,0,1,2001-01-01
2001,patrese,0,6,2001-01-01
2001,peterson,0,10,2001-01-01
2001,phil_hill,0,3,2001-01-01
2001,piquet,0,23,2001-01-01
2001,pironi,0,3,2001-01-01
2001,prost,0,51,2001-01-01
2001,raikkonen,0,0,2001-01-01
2001,rathmann,0,1,2001-01-01
2001,regazzoni,0,5,2001-01-01
2001,reutemann,0,12,2001-01-01
2001,revson,0,2,2001-01-01
2001,ricciardo,0,0,2001-01-01
2001,rindt,0,6,2001-01-01
2001,rodriguez,0,2,2001-01-01
2001,rosberg,0,0,2001-01-01
2001,ruttman,0,1,2001-01-01
2001,scarfiotti,0,1,2001-01-01
2001,scheckter,0,10,2001-01-01
2001,senna,0,41,2001-01-01
2001,siffert,0,2,2001-01-01
2001,stewart,0,27,2001-01-01
2001,surtees,0,6,2001-01-01
2001,sweikert,0,1,2001-01-01
2001,tambay,0,2,2001-01-01
2001,taruffi,0,1,2001-01-01
2001,trintignant,0,2,2001-01-01
2001,trips,0,2,2001-01-01
2001,trulli,0,0,2001-01-01
2001,vettel,0,0,2001-01-01
2001,villeneuve,0,11,2001-01-01
2001,vukovich,0,2,2001-01-01
2001,wallard,0,1,2001-01-01
2001,ward,0,1,2001-01-01
2001,watson,0,5,2001-01-01
2001,webber,0,0,2001-01-01
2002,barrichello,4,5,2002-01-01
2002,coulthard,1,12,2002-01-01
2002,michael_schumacher,11,64,2002-01-01
2002,ralf_schumacher,1,4,2002-01-01
2002,alboreto,0,5,2002-01-01
2002,alesi,0,1,2002-01-01
2002,alonso,0,0,2002-01-01
2002,angelis,0,2,2002-01-01
2002,arnoux,0,7,2002-01-01
2002,ascari,0,13,2002-01-01
2002,baghetti,0,1,2002-01-01
2002,bandini,0,1,2002-01-01
2002,beltoise,0,1,2002-01-01
2002,berger,0,10,2002-01-01
2002,bonnier,0,1,2002-01-01
2002,bottas,0,0,2002-01-01
2002,boutsen,0,3,2002-01-01
2002,brambilla,0,1,2002-01-01
2002,brooks,0,6,2002-01-01
2002,bryan,0,1,2002-01-01
2002,button,0,0,2002-01-01
2002,cevert,0,1,2002-01-01
2002,clark,0,25,2002-01-01
2002,collins,0,3,2002-01-01
2002,damon_hill,0,22,2002-01-01
2002,depailler,0,2,2002-01-01
2002,emerson_fittipaldi,0,14,2002-01-01
2002,fagioli,0,1,2002-01-01
2002,fangio,0,24,2002-01-01
2002,farina,0,5,2002-01-01
2002,fisichella,0,0,2002-01-01
2002,flaherty,0,1,2002-01-01
2002,frentzen,0,3,2002-01-01
2002,gethin,0,1,2002-01-01
2002,gilles_villeneuve,0,6,2002-01-01
2002,ginther,0,1,2002-01-01
2002,gonzalez,0,2,2002-01-01
2002,gurney,0,4,2002-01-01
2002,hakkinen,0,20,2002-01-01
2002,hamilton,0,0,2002-01-01
2002,hanks,0,1,2002-01-01
2002,hawthorn,0,3,2002-01-01
2002,herbert,0,3,2002-01-01
2002,hill,0,14,2002-01-01
2002,hulme,0,8,2002-01-01
2002,hunt,0,10,2002-01-01
2002,ickx,0,8,2002-01-01
2002,ireland,0,1,2002-01-01
2002,irvine,0,4,2002-01-01
2002,jabouille,0,2,2002-01-01
2002,jack_brabham,0,14,2002-01-01
2002,jones,0,12,2002-01-01
2002,keke_rosberg,0,5,2002-01-01
2002,kovalainen,0,0,2002-01-01
2002,kubica,0,0,2002-01-01
2002,laffite,0,6,2002-01-01
2002,lauda,0,25,2002-01-01
2002,leclerc,0,0,2002-01-01
2002,maldonado,0,0,2002-01-01
2002,mansell,0,31,2002-01-01
2002,mario_andretti,0,12,2002-01-01
2002,mass,0,1,2002-01-01
2002,massa,0,0,2002-01-01
2002,max_verstappen,0,0,2002-01-01
2002,mclaren,0,4,2002-01-01
2002,montoya,0,1,2002-01-01
2002,moss,0,16,2002-01-01
2002,musso,0,1,2002-01-01
2002,nannini,0,1,2002-01-01
2002,nilsson,0,1,2002-01-01
2002,pace,0,1,2002-01-01
2002,panis,0,1,2002-01-01
2002,parsons,0,1,2002-01-01
2002,patrese,0,6,2002-01-01
2002,peterson,0,10,2002-01-01
2002,phil_hill,0,3,2002-01-01
2002,piquet,0,23,2002-01-01
2002,pironi,0,3,2002-01-01
2002,prost,0,51,2002-01-01
2002,raikkonen,0,0,2002-01-01
2002,rathmann,0,1,2002-01-01
2002,regazzoni,0,5,2002-01-01
2002,reutemann,0,12,2002-01-01
2002,revson,0,2,2002-01-01
2002,ricciardo,0,0,2002-01-01
2002,rindt,0,6,2002-01-01
2002,rodriguez,0,2,2002-01-01
2002,rosberg,0,0,2002-01-01
2002,ruttman,0,1,2002-01-01
2002,scarfiotti,0,1,2002-01-01
2002,scheckter,0,10,2002-01-01
2002,senna,0,41,2002-01-01
2002,siffert,0,2,2002-01-01
2002,stewart,0,27,2002-01-01
2002,surtees,0,6,2002-01-01
2002,sweikert,0,1,2002-01-01
2002,tambay,0,2,2002-01-01
2002,taruffi,0,1,2002-01-01
2002,trintignant,0,2,2002-01-01
2002,trips,0,2,2002-01-01
2002,trulli,0,0,2002-01-01
2002,vettel,0,0,2002-01-01
2002,villeneuve,0,11,2002-01-01
2002,vukovich,0,2,2002-01-01
2002,wallard,0,1,2002-01-01
2002,ward,0,1,2002-01-01
2002,watson,0,5,2002-01-01
2002,webber,0,0,2002-01-01
2003,alonso,1,1,2003-01-01
2003,barrichello,2,7,2003-01-01
2003,coulthard,1,13,2003-01-01
2003,fisichella,1,1,2003-01-01
2003,michael_schumacher,6,70,2003-01-01
2003,montoya,2,3,2003-01-01
2003,raikkonen,1,1,2003-01-01
2003,ralf_schumacher,2,6,2003-01-01
2003,alboreto,0,5,2003-01-01
2003,alesi,0,1,2003-01-01
2003,angelis,0,2,2003-01-01
2003,arnoux,0,7,2003-01-01
2003,ascari,0,13,2003-01-01
2003,baghetti,0,1,2003-01-01
2003,bandini,0,1,2003-01-01
2003,beltoise,0,1,2003-01-01
2003,berger,0,10,2003-01-01
2003,bonnier,0,1,2003-01-01
2003,bottas,0,0,2003-01-01
2003,boutsen,0,3,2003-01-01
2003,brambilla,0,1,2003-01-01
2003,brooks,0,6,2003-01-01
2003,bryan,0,1,2003-01-01
2003,button,0,0,2003-01-01
2003,cevert,0,1,2003-01-01
2003,clark,0,25,2003-01-01
2003,collins,0,3,2003-01-01
2003,damon_hill,0,22,2003-01-01
2003,depailler,0,2,2003-01-01
2003,emerson_fittipaldi,0,14,2003-01-01
2003,fagioli,0,1,2003-01-01
2003,fangio,0,24,2003-01-01
2003,farina,0,5,2003-01-01
2003,flaherty,0,1,2003-01-01
2003,frentzen,0,3,2003-01-01
2003,gethin,0,1,2003-01-01
2003,gilles_villeneuve,0,6,2003-01-01
2003,ginther,0,1,2003-01-01
2003,gonzalez,0,2,2003-01-01
2003,gurney,0,4,2003-01-01
2003,hakkinen,0,20,2003-01-01
2003,hamilton,0,0,2003-01-01
2003,hanks,0,1,2003-01-01
2003,hawthorn,0,3,2003-01-01
2003,herbert,0,3,2003-01-01
2003,hill,0,14,2003-01-01
2003,hulme,0,8,2003-01-01
2003,hunt,0,10,2003-01-01
2003,ickx,0,8,2003-01-01
2003,ireland,0,1,2003-01-01
2003,irvine,0,4,2003-01-01
2003,jabouille,0,2,2003-01-01
2003,jack_brabham,0,14,2003-01-01
2003,jones,0,12,2003-01-01
2003,keke_rosberg,0,5,2003-01-01
2003,kovalainen,0,0,2003-01-01
2003,kubica,0,0,2003-01-01
2003,laffite,0,6,2003-01-01
2003,lauda,0,25,2003-01-01
2003,leclerc,0,0,2003-01-01
2003,maldonado,0,0,2003-01-01
2003,mansell,0,31,2003-01-01
2003,mario_andretti,0,12,2003-01-01
2003,mass,0,1,2003-01-01
2003,massa,0,0,2003-01-01
2003,max_verstappen,0,0,2003-01-01
2003,mclaren,0,4,2003-01-01
2003,moss,0,16,2003-01-01
2003,musso,0,1,2003-01-01
2003,nannini,0,1,2003-01-01
2003,nilsson,0,1,2003-01-01
2003,pace,0,1,2003-01-01
2003,panis,0,1,2003-01-01
2003,parsons,0,1,2003-01-01
2003,patrese,0,6,2003-01-01
2003,peterson,0,10,2003-01-01
2003,phil_hill,0,3,2003-01-01
2003,piquet,0,23,2003-01-01
2003,pironi,0,3,2003-01-01
2003,prost,0,51,2003-01-01
2003,rathmann,0,1,2003-01-01
2003,regazzoni,0,5,2003-01-01
2003,reutemann,0,12,2003-01-01
2003,revson,0,2,2003-01-01
2003,ricciardo,0,0,2003-01-01
2003,rindt,0,6,2003-01-01
2003,rodriguez,0,2,2003-01-01
2003,rosberg,0,0,2003-01-01
2003,ruttman,0,1,2003-01-01
2003,scarfiotti,0,1,2003-01-01
2003,scheckter,0,10,2003-01-01
2003,senna,0,41,2003-01-01
2003,siffert,0,2,2003-01-01
2003,stewart,0,27,2003-01-01
2003,surtees,0,6,2003-01-01
2003,sweikert,0,1,2003-01-01
2003,tambay,0,2,2003-01-01
2003,taruffi,0,1,2003-01-01
2003,trintignant,0,2,2003-01-01
2003,trips,0,2,2003-01-01
2003,trulli,0,0,2003-01-01
2003,vettel,0,0,2003-01-01
2003,villeneuve,0,11,2003-01-01
2003,vukovich,0,2,2003-01-01
2003,wallard,0,1,2003-01-01
2003,ward,0,1,2003-01-01
2003,watson,0,5,2003-01-01
2003,webber,0,0,2003-01-01
2004,barrichello,2,9,2004-01-01
2004,michael_schumacher,13,83,2004-01-01
2004,montoya,1,4,2004-01-01
2004,raikkonen,1,2,2004-01-01
2004,trulli,1,1,2004-01-01
2004,alboreto,0,5,2004-01-01
2004,alesi,0,1,2004-01-01
2004,alonso,0,1,2004-01-01
2004,angelis,0,2,2004-01-01
2004,arnoux,0,7,2004-01-01
2004,ascari,0,13,2004-01-01
2004,baghetti,0,1,2004-01-01
2004,bandini,0,1,2004-01-01
2004,beltoise,0,1,2004-01-01
2004,berger,0,10,2004-01-01
2004,bonnier,0,1,2004-01-01
2004,bottas,0,0,2004-01-01
2004,boutsen,0,3,2004-01-01
2004,brambilla,0,1,2004-01-01
2004,brooks,0,6,2004-01-01
2004,bryan,0,1,2004-01-01
2004,button,0,0,2004-01-01
2004,cevert,0,1,2004-01-01
2004,clark,0,25,2004-01-01
2004,collins,0,3,2004-01-01
2004,coulthard,0,13,2004-01-01
2004,damon_hill,0,22,2004-01-01
2004,depailler,0,2,2004-01-01
2004,emerson_fittipaldi,0,14,2004-01-01
2004,fagioli,0,1,2004-01-01
2004,fangio,0,24,2004-01-01
2004,farina,0,5,2004-01-01
2004,fisichella,0,1,2004-01-01
2004,flaherty,0,1,2004-01-01
2004,frentzen,0,3,2004-01-01
2004,gethin,0,1,2004-01-01
2004,gilles_villeneuve,0,6,2004-01-01
2004,ginther,0,1,2004-01-01
2004,gonzalez,0,2,2004-01-01
2004,gurney,0,4,2004-01-01
2004,hakkinen,0,20,2004-01-01
2004,hamilton,0,0,2004-01-01
2004,hanks,0,1,2004-01-01
2004,hawthorn,0,3,2004-01-01
2004,herbert,0,3,2004-01-01
2004,hill,0,14,2004-01-01
2004,hulme,0,8,2004-01-01
2004,hunt,0,10,2004-01-01
2004,ickx,0,8,2004-01-01
2004,ireland,0,1,2004-01-01
2004,irvine,0,4,2004-01-01
2004,jabouille,0,2,2004-01-01
2004,jack_brabham,0,14,2004-01-01
2004,jones,0,12,2004-01-01
2004,keke_rosberg,0,5,2004-01-01
2004,kovalainen,0,0,2004-01-01
2004,kubica,0,0,2004-01-01
2004,laffite,0,6,2004-01-01
2004,lauda,0,25,2004-01-01
2004,leclerc,0,0,2004-01-01
2004,maldonado,0,0,2004-01-01
2004,mansell,0,31,2004-01-01
2004,mario_andretti,0,12,2004-01-01
2004,mass,0,1,2004-01-01
2004,massa,0,0,2004-01-01
2004,max_verstappen,0,0,2004-01-01
2004,mclaren,0,4,2004-01-01
2004,moss,0,16,2004-01-01
2004,musso,0,1,2004-01-01
2004,nannini,0,1,2004-01-01
2004,nilsson,0,1,2004-01-01
2004,pace,0,1,2004-01-01
2004,panis,0,1,2004-01-01
2004,parsons,0,1,2004-01-01
2004,patrese,0,6,2004-01-01
2004,peterson,0,10,2004-01-01
2004,phil_hill,0,3,2004-01-01
2004,piquet,0,23,2004-01-01
2004,pironi,0,3,2004-01-01
2004,prost,0,51,2004-01-01
2004,ralf_schumacher,0,6,2004-01-01
2004,rathmann,0,1,2004-01-01
2004,regazzoni,0,5,2004-01-01
2004,reutemann,0,12,2004-01-01
2004,revson,0,2,2004-01-01
2004,ricciardo,0,0,2004-01-01
2004,rindt,0,6,2004-01-01
2004,rodriguez,0,2,2004-01-01
2004,rosberg,0,0,2004-01-01
2004,ruttman,0,1,2004-01-01
2004,scarfiotti,0,1,2004-01-01
2004,scheckter,0,10,2004-01-01
2004,senna,0,41,2004-01-01
2004,siffert,0,2,2004-01-01
2004,stewart,0,27,2004-01-01
2004,surtees,0,6,2004-01-01
2004,sweikert,0,1,2004-01-01
2004,tambay,0,2,2004-01-01
2004,taruffi,0,1,2004-01-01
2004,trintignant,0,2,2004-01-01
2004,trips,0,2,2004-01-01
2004,vettel,0,0,2004-01-01
2004,villeneuve,0,11,2004-01-01
2004,vukovich,0,2,2004-01-01
2004,wallard,0,1,2004-01-01
2004,ward,0,1,2004-01-01
2004,watson,0,5,2004-01-01
2004,webber,0,0,2004-01-01
2005,alonso,7,8,2005-01-01
2005,fisichella,1,2,2005-01-01
2005,michael_schumacher,1,84,2005-01-01
2005,montoya,3,7,2005-01-01
2005,raikkonen,7,9,2005-01-01
2005,alboreto,0,5,2005-01-01
2005,alesi,0,1,2005-01-01
2005,angelis,0,2,2005-01-01
2005,arnoux,0,7,2005-01-01
2005,ascari,0,13,2005-01-01
2005,baghetti,0,1,2005-01-01
2005,bandini,0,1,2005-01-01
2005,barrichello,0,9,2005-01-01
2005,beltoise,0,1,2005-01-01
2005,berger,0,10,2005-01-01
2005,bonnier,0,1,2005-01-01
2005,bottas,0,0,2005-01-01
2005,boutsen,0,3,2005-01-01
2005,brambilla,0,1,2005-01-01
2005,brooks,0,6,2005-01-01
2005,bryan,0,1,2005-01-01
2005,button,0,0,2005-01-01
2005,cevert,0,1,2005-01-01
2005,clark,0,25,2005-01-01
2005,collins,0,3,2005-01-01
2005,coulthard,0,13,2005-01-01
2005,damon_hill,0,22,2005-01-01
2005,depailler,0,2,2005-01-01
2005,emerson_fittipaldi,0,14,2005-01-01
2005,fagioli,0,1,2005-01-01
2005,fangio,0,24,2005-01-01
2005,farina,0,5,2005-01-01
2005,flaherty,0,1,2005-01-01
2005,frentzen,0,3,2005-01-01
2005,gethin,0,1,2005-01-01
2005,gilles_villeneuve,0,6,2005-01-01
2005,ginther,0,1,2005-01-01
2005,gonzalez,0,2,2005-01-01
2005,gurney,0,4,2005-01-01
2005,hakkinen,0,20,2005-01-01
2005,hamilton,0,0,2005-01-01
2005,hanks,0,1,2005-01-01
2005,hawthorn,0,3,2005-01-01
2005,herbert,0,3,2005-01-01
2005,hill,0,14,2005-01-01
2005,hulme,0,8,2005-01-01
2005,hunt,0,10,2005-01-01
2005,ickx,0,8,2005-01-01
2005,ireland,0,1,2005-01-01
2005,irvine,0,4,2005-01-01
2005,jabouille,0,2,2005-01-01
2005,jack_brabham,0,14,2005-01-01
2005,jones,0,12,2005-01-01
2005,keke_rosberg,0,5,2005-01-01
2005,kovalainen,0,0,2005-01-01
2005,kubica,0,0,2005-01-01
2005,laffite,0,6,2005-01-01
2005,lauda,0,25,2005-01-01
2005,leclerc,0,0,2005-01-01
2005,maldonado,0,0,2005-01-01
2005,mansell,0,31,2005-01-01
2005,mario_andretti,0,12,2005-01-01
2005,mass,0,1,2005-01-01
2005,massa,0,0,2005-01-01
2005,max_verstappen,0,0,2005-01-01
2005,mclaren,0,4,2005-01-01
2005,moss,0,16,2005-01-01
2005,musso,0,1,2005-01-01
2005,nannini,0,1,2005-01-01
2005,nilsson,0,1,2005-01-01
2005,pace,0,1,2005-01-01
2005,panis,0,1,2005-01-01
2005,parsons,0,1,2005-01-01
2005,patrese,0,6,2005-01-01
2005,peterson,0,10,2005-01-01
2005,phil_hill,0,3,2005-01-01
2005,piquet,0,23,2005-01-01
2005,pironi,0,3,2005-01-01
2005,prost,0,51,2005-01-01
2005,ralf_schumacher,0,6,2005-01-01
2005,rathmann,0,1,2005-01-01
2005,regazzoni,0,5,2005-01-01
2005,reutemann,0,12,2005-01-01
2005,revson,0,2,2005-01-01
2005,ricciardo,0,0,2005-01-01
2005,rindt,0,6,2005-01-01
2005,rodriguez,0,2,2005-01-01
2005,rosberg,0,0,2005-01-01
2005,ruttman,0,1,2005-01-01
2005,scarfiotti,0,1,2005-01-01
2005,scheckter,0,10,2005-01-01
2005,senna,0,41,2005-01-01
2005,siffert,0,2,2005-01-01
2005,stewart,0,27,2005-01-01
2005,surtees,0,6,2005-01-01
2005,sweikert,0,1,2005-01-01
2005,tambay,0,2,2005-01-01
2005,taruffi,0,1,2005-01-01
2005,trintignant,0,2,2005-01-01
2005,trips,0,2,2005-01-01
2005,trulli,0,1,2005-01-01
2005,vettel,0,0,2005-01-01
2005,villeneuve,0,11,2005-01-01
2005,vukovich,0,2,2005-01-01
2005,wallard,0,1,2005-01-01
2005,ward,0,1,2005-01-01
2005,watson,0,5,2005-01-01
2005,webber,0,0,2005-01-01
2006,alonso,7,15,2006-01-01
2006,button,1,1,2006-01-01
2006,fisichella,1,3,2006-01-01
2006,massa,2,2,2006-01-01
2006,michael_schumacher,7,91,2006-01-01
2006,alboreto,0,5,2006-01-01
2006,alesi,0,1,2006-01-01
2006,angelis,0,2,2006-01-01
2006,arnoux,0,7,2006-01-01
2006,ascari,0,13,2006-01-01
2006,baghetti,0,1,2006-01-01
2006,bandini,0,1,2006-01-01
2006,barrichello,0,9,2006-01-01
2006,beltoise,0,1,2006-01-01
2006,berger,0,10,2006-01-01
2006,bonnier,0,1,2006-01-01
2006,bottas,0,0,2006-01-01
2006,boutsen,0,3,2006-01-01
2006,brambilla,0,1,2006-01-01
2006,brooks,0,6,2006-01-01
2006,bryan,0,1,2006-01-01
2006,cevert,0,1,2006-01-01
2006,clark,0,25,2006-01-01
2006,collins,0,3,2006-01-01
2006,coulthard,0,13,2006-01-01
2006,damon_hill,0,22,2006-01-01
2006,depailler,0,2,2006-01-01
2006,emerson_fittipaldi,0,14,2006-01-01
2006,fagioli,0,1,2006-01-01
2006,fangio,0,24,2006-01-01
2006,farina,0,5,2006-01-01
2006,flaherty,0,1,2006-01-01
2006,frentzen,0,3,2006-01-01
2006,gethin,0,1,2006-01-01
2006,gilles_villeneuve,0,6,2006-01-01
2006,ginther,0,1,2006-01-01
2006,gonzalez,0,2,2006-01-01
2006,gurney,0,4,2006-01-01
2006,hakkinen,0,20,2006-01-01
2006,hamilton,0,0,2006-01-01
2006,hanks,0,1,2006-01-01
2006,hawthorn,0,3,2006-01-01
2006,herbert,0,3,2006-01-01
2006,hill,0,14,2006-01-01
2006,hulme,0,8,2006-01-01
2006,hunt,0,10,2006-01-01
2006,ickx,0,8,2006-01-01
2006,ireland,0,1,2006-01-01
2006,irvine,0,4,2006-01-01
2006,jabouille,0,2,2006-01-01
2006,jack_brabham,0,14,2006-01-01
2006,jones,0,12,2006-01-01
2006,keke_rosberg,0,5,2006-01-01
2006,kovalainen,0,0,2006-01-01
2006,kubica,0,0,2006-01-01
2006,laffite,0,6,2006-01-01
2006,lauda,0,25,2006-01-01
2006,leclerc,0,0,2006-01-01
2006,maldonado,0,0,2006-01-01
2006,mansell,0,31,2006-01-01
2006,mario_andretti,0,12,2006-01-01
2006,mass,0,1,2006-01-01
2006,max_verstappen,0,0,2006-01-01
2006,mclaren,0,4,2006-01-01
2006,montoya,0,7,2006-01-01
2006,moss,0,16,2006-01-01
2006,musso,0,1,2006-01-01
2006,nannini,0,1,2006-01-01
2006,nilsson,0,1,2006-01-01
2006,pace,0,1,2006-01-01
2006,panis,0,1,2006-01-01
2006,parsons,0,1,2006-01-01
2006,patrese,0,6,2006-01-01
2006,peterson,0,10,2006-01-01
2006,phil_hill,0,3,2006-01-01
2006,piquet,0,23,2006-01-01
2006,pironi,0,3,2006-01-01
2006,prost,0,51,2006-01-01
2006,raikkonen,0,9,2006-01-01
2006,ralf_schumacher,0,6,2006-01-01
2006,rathmann,0,1,2006-01-01
2006,regazzoni,0,5,2006-01-01
2006,reutemann,0,12,2006-01-01
